;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
25019;7420740;;;GIS;;;;;;;;;;;conf/gis/2003;2004-01-06;;;;;ACM;;;;;;;;ACM-GIS 2003, Proceedings of the Eleventh ACM International Symposium on Advances in Geographic Information Systems, New Orleans, Louisiana, USA, November 7-8, 2003;db/conf/gis/gis2003.html;;2003
18145;6984222;;;SIGMETRICS;;;Carey L. Williamson|Derek L. Eager|John C. S. Lui|Sem C. Borst;;https://doi.org/10.1145/1064212|https://doi.org/10.1145/1071690;;;1-59593-022-1;;;conf/sigmetrics/2005;2021-07-30;;;;;ACM;;;;;;;;Proceedings of the International Conference on Measurements and Modeling of Computer Systems, SIGMETRICS 2005, June 6-10, 2005, Banff, Alberta, Canada;db/conf/sigmetrics/sigmetrics2005.html;;2005
22045;7219258;;;PAAMS (Special Sessions);;;Alfonso Ortega 0002|Antonio Fernández-Caballero 0001|Javier Bajo Pérez|Joaquín Cañada Bago|Juan M. Corchado|María N. Moreno García|Philippe Mathieu|Vicente Julián;0000-0002-8211-0398|0000-0003-2786-1209;https://doi.org/10.1007/978-3-642-19917-2|https://www.wikidata.org/entity/Q57940969;;;978-3-642-19916-5;;;conf/paams/2011s;2019-08-10;;;;;Springer;;;;Advances in Intelligent and Soft Computing;db/series/asc/index.html;;;Highlights in Practical Applications of Agents and Multiagent Systems - 9th International Conference on Practical Applications of Agents and Multiagent Systems, PAAMS 2011 Special Sessions, Salamanca, Spain, 6-8 April 2011;db/conf/paams/paams2011s.html;89;2011
10926;6499774;;;APSEC;;;Alex Potanin|Gail C. Murphy|Jens Dietrich 0001|Steve Reeves;;https://ieeexplore.ieee.org/xpl/conhome/7889645/proceeding;;;978-1-5090-5575-3;;;conf/apsec/2016;2019-10-16;;;;;IEEE Computer Society;;;;;;;;23rd Asia-Pacific Software Engineering Conference, APSEC 2016, Hamilton, New Zealand, December 6-9, 2016;db/conf/apsec/apsec2016.html;;2016
9284;6407689;;;NOMS;;;James Won-Ki Hong|Robert Weihmayer;;https://ieeexplore.ieee.org/xpl/conhome/6734/proceeding;;;0-7803-5928-3;;;conf/noms/2000;2019-10-16;;;;;IEEE;;;;;;;;The Networked Planet: Management Beyond 2000, 7th IEEE/IFIP Network Operations and Management Symposium, NOMS 2000, Honolulu, HI, USA, April 10-14, 2000. Proceedings;db/conf/noms/noms2000.html;;2000
29971;7700815;;;ACISP;;;Philip Hawkes|Udaya Parampalli;0000-0002-9798-0134;https://doi.org/10.1007/978-3-642-22497-3;;;978-3-642-22496-6;;;conf/acisp/2011;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Information Security and Privacy - 16th Australasian Conference, ACISP 2011, Melbourne, Australia, July 11-13, 2011. Proceedings;db/conf/acisp/acisp2011.html;6812;2011
32461;7854944;;;ICWE;;;Alessandro Bozzon|Cesare Pautasso|Philippe Cudré-Mauroux;0000-0002-3300-2913;https://doi.org/10.1007/978-3-319-38791-8|https://www.wikidata.org/entity/Q59638779;;;978-3-319-38790-1;;;conf/icwe/2016;2019-09-25;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web Engineering - 16th International Conference, ICWE 2016, Lugano, Switzerland, June 6-9, 2016. Proceedings;db/conf/icwe/icwe2016.html;9671;2016
1646;5927899;;;ECAL;;;Dario Floreano|Francesco Mondada|Jean-Daniel Nicoud;;https://doi.org/10.1007/3-540-48304-7;;;3-540-66452-1;;;conf/ecal/1999;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Artificial Life, 5th European Conference, ECAL'99, Lausanne, Switzerland, September 13-17, 1999, Proceedings;db/conf/ecal/ecal99.html;1674;1999
29158;7666541;;;PRIMA Workshops;;;Naoki Fukuta|Quan Bai;;https://doi.org/10.1007/978-3-642-16098-1;;;978-3-642-16097-4;;;conf/prima/2009w;2017-05-19;;;;;;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Advances in Practical Multi-Agent Systems, PRIMA 2009 Workshops, Nagoya, Japan, December 14-16, 2009;db/conf/prima/prima2009w.html;325;2011
7526;6256670;;;ICII;;;;;https://ieeexplore.ieee.org/xpl/conhome/9048088/proceeding;;;978-1-7281-2977-8;;;conf/icii/2019;2020-05-27;;;;;IEEE;;;;;;;;IEEE International Conference on Industrial Internet, ICII 2019, Orlando, FL, USA, November 11-12, 2019;db/conf/icii/icii2019.html;;2019
31836;7817884;;;Conf. Computing Frontiers;;;Calin Cascaval|Pedro Trancoso|Viktor K. Prasanna;;;;;978-1-4503-0698-0;;;conf/cf/2011;2011-08-09;;;;;ACM;;;;;;;;Proceedings of the 8th Conference on Computing Frontiers, 2011, Ischia, Italy, May 3-5, 2011;db/conf/cf/cf2011.html;;2011
39650;8287571;;;IFIP TCS;;;C.-H. Luke Ong|Giancarlo Mauri|Giorgio Ausiello|Juhani Karhumäki;;https://doi.org/10.1007/978-0-387-09680-3;;;978-0-387-09679-7;;;conf/ifipTCS/2008;2019-09-27;;;;;Springer;;;;IFIP;db/series/ifip/index.html;;;Fifth IFIP International Conference On Theoretical Computer Science - TCS 2008, IFIP 20th World Computer Congress, TC 1, Foundations of Computer Science, September 7-10, 2008, Milano, Italy;db/conf/ifipTCS/ifipTCS2008.html;273;2008
38641;8243507;;;BAMBI;;;Annemie Ribbens|Doina Precup|Ivor J. A. Simpson|Manuel Jorge Cardoso|Tal Arbel;;https://doi.org/10.1007/978-3-319-12289-2;;;978-3-319-12288-5;;;conf/bambi/2014;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Bayesian and grAphical Models for Biomedical Imaging - First International Workshop, BAMBI 2014, Cambridge, MA, USA, September 18, 2014, Revised Selected Papers;db/conf/bambi/bambi2014.html;8677;2014
7378;6248918;;;CBMI;;;;;https://doi.org/10.1145/3095713;;;978-1-4503-5333-5;;;conf/cbmi/2017;2021-03-11;;;;;ACM;;;;;;;;Proceedings of the 15th International Workshop on Content-Based Multimedia Indexing, CBMI 2017, Florence, Italy, June 19-21, 2017;db/conf/cbmi/cbmi2017.html;;2017
26044;7455866;;;TMA;;;Anja Feldmann|Anna Brunström|Gareth Tyson|Georgios Smaragdakis;;http://dl.ifip.org/db/conf/tma/tma2020/index.html;;;978-3-903176-27-0;;;conf/tma/2020;2021-10-01;;;;;IFIP;;;;;;;;4th Network Traffic Measurement and Analysis Conference, TMA 2020, Berlin, Germany, June 10, 2020.;db/conf/tma/tma2020.html;;2020
40528;8318489;;;ICPS;;;Domenico Cotroneo|Julie A. McCann|Manish Parashar|Mario Lauria;;https://doi.org/10.1145/1387269;;;978-1-60558-135-4;;;conf/icps/2008;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 5th international conference on Pervasive services, ICPS '08, Sorrento, Italy, July 6-10, 2008;db/conf/icps/icps2008.html;;2008
45959;8616450;;;SIGITE Conference;;;C. Richard G. Helps|Eydie Lawson;;;;;1-58113-936-5;;;conf/sigite/2004;2006-10-04;;;;;ACM;;;;;;;;Proceedings of the 5th Conference on Information Technology Education, SIGITE 2004, 2004, Salt Lake City, UT, USA, October 28-30, 2004;db/conf/sigite/sigite2004.html;;2004
8420;6348947;;;PLILP;;;Jaan Penjam|Maurice Bruynooghe;;https://doi.org/10.1007/3-540-57186-8;;;3-540-57186-8;;;conf/plilp/1993;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Programming Language Implementation and Logic Programming, 5th International Symposium, PLILP'93, Tallinn, Estonia, August 25-27, 1993, Proceedings;db/conf/plilp/plilp93.html;714;1993
23294;7288632;;;TFP;;;John Hughes 0001|Viktória Zsók;0000-0001-8042-0969|0000-0003-4414-6813;https://doi.org/10.1007/978-3-030-83978-9;;;978-3-030-83977-2|978-3-030-83978-9;;;conf/sfp/2021;2022-03-02;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Trends in Functional Programming - 22nd International Symposium, TFP 2021, Virtual Event, February 17-19, 2021, Revised Selected Papers;db/conf/sfp/tfp2021.html;12834;2021
13827;6723788;;;HotSoS;;;Alvaro A. Cárdenas|Ehab Al-Shaer|Xenofon D. Koutsoukos;;https://doi.org/10.1145/3314058;;;978-1-4503-7147-6;;;conf/hotsos/2019;2019-06-22;;;;;ACM;;;;;;;;Proceedings of the 6th Annual Symposium on Hot Topics in the Science of Security, HotSoS 2019, Nashville, TN, USA, April 1-3, 2019;db/conf/hotsos/hotsos2019.html;;2019
3839;6034991;;;Component-Base Modeling and Simulation;;;Alexander Verbraeck|Axel Lehmann 0001|Bernard P. Zeigler|Fernando J. Barros|Peter Liggesmeyer;;http://drops.dagstuhl.de/portals/04041/;oa;;;;;conf/dagstuhl/2004P4041;2021-11-22;;;;;Internationales Begegnungs- und Forschungszentrum für Informatik (IBFI), Schloss Dagstuhl, Germany;;;;Dagstuhl Seminar Proceedings;db/series/dagstuhl/index.html;;;Component-Base Modeling and Simulation, 18.-23. January 2004;db/conf/dagstuhl/P4041.html;04041;2006
43998;8494098;;;EnviroInfo;;;Andreas Möller|Bernd Page|Martin Schreiber 0002;;http://iai-uiserv1.iai.fzk.de/ictensure/site?mod=litdb&subject=vol&pid=LEF41D56&action=detail;archive;;978-3-8322-7313-2;;;conf/enviroinfo/2008;2020-11-24;;;;;Shaker Verlag, Aachen;;;;;;;;Environmental Informatics and Industrial Ecology: Proceedings of the 22nd International Conference for Environmental Protection, EnviroInfo 2008, Lüneburg, Germany, September 10-12, 2008;db/conf/enviroinfo/enviroinfo2008.html;;2008
6103;6181542;;;BDA;;;Ashish Sureka|P. Krishna Reddy|Sharma Chakravarthy|Subhash Bhalla;;https://doi.org/10.1007/978-3-319-72413-3;;;978-3-319-72412-6|978-3-319-72413-3;;;conf/bigda/2017;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Big Data Analytics - 5th International Conference, BDA 2017, Hyderabad, India, December 12-15, 2017, Proceedings;db/conf/bigda/bigda2017.html;10721;2017
34040;7958479;;;ICCPS;;;Linda Bushnell|Miroslav Pajic|Paulo Tabuada|Xue Liu 0001;;https://doi.org/10.1145/3302509;;;978-1-4503-6285-6;;;conf/iccps/2019;2019-04-07;;;;;ACM;;;;;;;;Proceedings of the 10th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2019, Montreal, QC, Canada, April 16-18, 2019;db/conf/iccps/iccps2019.html;;2019
12837;6678331;;;SBLP;;;;;https://doi.org/10.1145/3355378;;;978-1-4503-7638-9;;;conf/sblp/2019;2019-10-09;;;;;ACM;;;;;;;;Proceedings of the XXIII Brazilian Symposium on Programming Languages, SBLP 2019, Salvador, Brazil, September 23-27, 2019;db/conf/sblp/sblp2019.html;;2019
28906;7635095;;;PG;;;;;http://www.computer.org/csdl/proceedings/pg/2002/1784/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/8358/proceeding;;;0-7695-1784-6;;;conf/pg/2002;2020-07-28;;;;;IEEE Computer Society;;;;;;;;10th Pacific Conference on Computer Graphics and Applications, PG 2002, Beijing, China, October 9-11, 2002;db/conf/pg/pg2002.html;;2002
2735;5993785;;;DUBMOD@CIKM;;;Jalal Mahmud|James Caverlee|Jeffrey Nichols|John O'Donovan|Liang Chen|Michelle X. Zhou|Yi Zeng;;http://dl.acm.org/citation.cfm?id=2665994;;;978-1-4503-1303-2;;;conf/cikm/2014dubmod;2014-11-07;;;;;ACM;;;;;;;;Proceedings of the 3rd Workshop on Data-Driven User Behavioral Modeling and Mining from Social Media, DUBMOD@CIKM 2014, Shanghai, China, November 3, 2014;db/conf/cikm/dubmod2014.html;;2014
48212;8764872;;;CITSC;;;Brahim Farou|Hamid Seridi|Mohamed Amine Boudia|Mohamed Amine Ferrag|Mohamed Nadjib Kouahla|Muhammet Kurulay|Zineddine Kouahla;;http://ceur-ws.org/Vol-2589|https://nbn-resolving.org/urn:nbn:de:0074-2589-2;oa;;;;;conf/citsc/2019;2020-05-29;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;The 1st International Conference on Innovative Trends in Computer Science, CITSC 2019, Guelma, Algeria, November 20-21, 2019.;db/conf/citsc/citsc2019.html;2589;2020
1855;5938166;;;UbiComp;;;Daniel Gatica-Perez|Hans Gellersen|Kenji Mase|Koji Yatani|Marc Langheinrich|Tanzeem Choudhury;;http://dl.acm.org/citation.cfm?id=2750858;;;978-1-4503-3574-4;;;conf/huc/2015;2015-09-11;;;;;ACM;;;;;;;;Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing, UbiComp 2015, Osaka, Japan, September 7-11, 2015;db/conf/huc/ubicomp2015.html;;2015
7455;6253702;;;SIMULTECH;;;Mohammad S. Obaidat|Tuncer I. Ören|Yuri Merkuryev;;https://ieeexplore.ieee.org/xpl/conhome/7945562/proceeding;;;978-989-758-199-1;;;conf/simultech/2016;2019-10-16;;;;;SciTePress;;;;;;;;Proceedings of the 6th International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH 2016), Lisbon, Portugal, July 29-31, 2016.;db/conf/simultech/simultech2016.html;;2016
2420;5977034;;;WISM;;;Fu Lee Wang|Jingsheng Lei|Xiangfeng Luo|Zhiguo Gong;;https://doi.org/10.1007/978-3-642-33469-6;;;978-3-642-33468-9;;;conf/wism/2012;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web Information Systems and Mining - International Conference, WISM 2012, Chengdu, China, October 26-28, 2012. Proceedings;db/conf/wism/wism2012.html;7529;2012
37915;8194823;;;PAKM;;;Dimitris Karagiannis|Ulrich Reimer;;https://doi.org/10.1007/b104042;;;3-540-24088-8;;;conf/pakm/2004;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Practical Aspects of Knowledge Management, 5th International Conference, PAKM 2004, Vienna, Austria, December 2-3, 2004, Proceedings;db/conf/pakm/pakm2004.html;3336;2004
39853;8294839;;;ANRW;;;Jana Iyengar|Phillipa Gill;;https://doi.org/10.1145/3340301;;;978-1-4503-6848-3;;;conf/anrw/2019;2019-07-26;;;;;ACM;;;;;;;;Proceedings of the Applied Networking Research Workshop, ANRW 2019, Montreal, Quebec, Canada, July 22, 2019.;db/conf/anrw/anrw2019.html;;2019
10996;6503978;;;CSFW;;;;;;;;;;;conf/csfw/1988;2013-09-19;;;;;MITRE Corporation Press;;;;;;;;First IEEE Computer Security Foundations Workshop - CSFW'88, Franconia, New Hampshire, USA, June 12-15, 1988, Proceedings;db/conf/csfw/csfw1988.html;;1988
4627;6089366;;;CD-MAKE;;;A Min Tjoa|Andreas Holzinger|Edgar R. Weippl|Peter Kieseberg;0000-0002-2847-2152|0000-0002-6786-5194|0000-0002-8295-9252;https://doi.org/10.1007/978-3-030-57321-8;;;978-3-030-57320-1|978-3-030-57321-8;;;conf/cdmake/2020;2020-08-20;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Machine Learning and Knowledge Extraction - 4th IFIP TC 5, TC 12, WG 8.4, WG 8.9, WG 12.9 International Cross-Domain Conference, CD-MAKE 2020, Dublin, Ireland, August 25-28, 2020, Proceedings;db/conf/cdmake/cdmake2020.html;12279;2020
17174;6936722;;;TreDS;;;Bernd Meyer 0003|Claudia Linnhoff-Popien|Otto Spaniol;;https://doi.org/10.1007/3-540-61842-2;;;3-540-61842-2;;;conf/treds/1996;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Trends in Distributed Systems: CORBA and Beyond, International Workshop TreDS '96, Aachen, Germany, October 1-2, 1996, Proceedings;db/conf/treds/treds96.html;1161;1996
5236;6144163;;;Medical Imaging: Image Processing;;;Kenneth M. Hanson|Murray H. Loew;;https://www.spiedigitallibrary.org/conference-proceedings-of-SPIE/2710.toc;;;9780819420855;;;conf/miip/1996;2018-08-13;;;;;SPIE;;;;SPIE Proceedings;;;;Medical Imaging 1996: Image Processing, Newport Beach, CA, United States, 10-15 February 1996;db/conf/miip/miip1996.html;2710;1996
43285;8455783;;;ITA;;;;;https://ieeexplore.ieee.org/xpl/conhome/9244865/proceeding;;;978-1-7281-4190-9;;;conf/ita/2020;2020-11-19;;;;;IEEE;;;;;;;;Information Theory and Applications Workshop, ITA 2020, San Diego, CA, USA, February 2-7, 2020;db/conf/ita/ita2020.html;;2020
21687;7188695;;;DaWaK;;;Alfredo Cuzzocrea|Umeshwar Dayal;;https://doi.org/10.1007/978-3-642-32584-7;;;978-3-642-32583-0;;;conf/dawak/2012;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Data Warehousing and Knowledge Discovery - 14th International Conference, DaWaK 2012, Vienna, Austria, September 3-6, 2012. Proceedings;db/conf/dawak/dawak2012.html;7448;2012
46064;8619708;;;CYBCONF;;;;;https://ieeexplore.ieee.org/xpl/conhome/7166676/proceeding;;;978-1-4799-8322-3;;;conf/cybconf/2015;2019-10-16;;;;;IEEE;;;;;;;;2nd IEEE International Conference on Cybernetics, CYBCONF 2015, Gdynia, Poland, June 24-26, 2015;db/conf/cybconf/cybconf2015.html;;2015
12346;6593438;;;ESA;;;Paul G. Spirakis;;https://doi.org/10.1007/3-540-60313-1;;;3-540-60313-1;;;conf/esa/1995;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Algorithms - ESA '95, Third Annual European Symposium, Corfu, Greece, September 25-27, 1995, Proceedings;db/conf/esa/esa95.html;979;1995
24262;7366818;;;ICIC (3);;;Abir Hussain|De-Shuang Huang|Kyungsook Han|M. Michael Gromiha;;https://doi.org/10.1007/978-3-319-95957-3;;;978-3-319-95956-6|978-3-319-95957-3;;;conf/icic/2018-3;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Intelligent Computing Methodologies - 14th International Conference, ICIC 2018, Wuhan, China, August 15-18, 2018, Proceedings, Part III;db/conf/icic/icic2018-3.html;10956;2018
21056;7164381;;;Software-Ergonomie;;;David Ackermann|Eberhard Ulich;;http://dl.mensch-und-computer.de/handle/123456789/812;archive;;3-519-02674-0;;;conf/softerg/1991;2020-11-23;;;;;Teubner;;;;Berichte des German Chapter of the ACM;db/series/gacm/index.html;;;Software-Ergonomie '91, Benutzerorientierte Software-Entwicklung: Gemeinsame Fachtagung des German Chapter of the ACM, der Gesellschaft für Informatik (GI) und der Schweizer Informatiker Gesellschaft SI vom 18. bis 20. März 1990 in Zürich;db/conf/softerg/softerg1991.html;33;1991
3882;6035562;;;Future Generation Grids;;;Alexander Reinefeld|Domenico Laforenza|Vladimir Getov;;https://doi.org/10.1007/978-0-387-29445-2;;;978-0-387-27935-0;;;conf/dagstuhl/2004grid;2017-05-19;;;;;Springer;;;;;;;;Future Generation Grids: Proceedings of the Workshop on Future Generation Grids, November 1-5, 2004, Dagstuhl, Germany;db/conf/dagstuhl/grid2004.html;;2006
12985;6682791;;;Concurrency, Graphs and Models;;;José Meseguer|Pierpaolo Degano|Rocco De Nicola;;https://doi.org/10.1007/978-3-540-68679-8;;;978-3-540-68676-7;;;conf/birthday/2008montanari;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Concurrency, Graphs and Models, Essays Dedicated to Ugo Montanari on the Occasion of His 65th Birthday;db/conf/birthday/montanari2008.html;5065;2008
16561;6887211;;;BICT;;;Henry Hess|Junichi Suzuki|Tadashi Nakano;;http://dl.acm.org/citation.cfm?id=2954721;;;978-1-63190-100-3;;;conf/bionetics/2015;2017-02-03;;;;;ICST/ACM;;;;;;;;BICT 2015, Proceedings of the 9th EAI International Conference on Bio-inspired Information and Communications Technologies (formerly BIONETICS), New York City, United States, December 3-5, 2015;db/conf/bionetics/bict2015.html;;2015
28670;7616319;;;Intelligent Environments;;;;;https://ieeexplore.ieee.org/xpl/conhome/9146968/proceeding;;;978-1-7281-6158-7;;;conf/intenv/2020;2020-08-17;;;;;IEEE;;;;;;;;16th International Conference on Intelligent Environments, IE 2020, Madrid, Spain, July 20-23, 2020;db/conf/intenv/intenv2020.html;;2020
30001;7702046;;;IPCC;;;;;https://ieeexplore.ieee.org/xpl/conhome/6601032/proceeding;;;978-1-4799-0010-7;;;conf/ipcc/2013;2019-10-16;;;;;IEEE;;;;;;;;IEEE International Professonal Communication 2013 Conference, Vancouver, BC, Canada, July 15-17, 2013;db/conf/ipcc/ipcc2013.html;;2013
8725;6371055;;;Innovate-Data;;;Irfan Awan|Muhammad Younas 0001|Salima Benbernou;;https://doi.org/10.1007/978-3-030-27355-2;;;978-3-030-27354-5|978-3-030-27355-2;;;conf/innovate-data/2019;2019-08-20;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Big Data Innovations and Applications - 5th International Conference, Innovate-Data 2019, Istanbul, Turkey, August 26-28, 2019, Proceedings;db/conf/innovate-data/innovate-data2019.html;1054;2019
38831;8253656;;;INTERACT (2);;;Julio Abascal|Marco Winckler|Mirko Fetter|Philippe A. Palanque|Simone D. J. Barbosa|Tom Gross;0000-0002-0044-503X|0000-0002-6551-1616;https://doi.org/10.1007/978-3-319-22668-2;;;978-3-319-22667-5;;;conf/interact/2015-2;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Human-Computer Interaction - INTERACT 2015 - 15th IFIP TC 13 International Conference, Bamberg, Germany, September 14-18, 2015, Proceedings, Part II;db/conf/interact/interact2015-2.html;9297;2015
21155;7169153;;;MMSP;;;;;https://ieeexplore.ieee.org/xpl/conhome/5656074/proceeding;;;978-1-4244-8110-1;;;conf/mmsp/2010;2019-10-16;;;;;IEEE;;;;;;;;2010 IEEE International Workshop on Multimedia Signal Processing, MMSP 2010, Saint Malo, France, October 4-6, 2010;db/conf/mmsp/mmsp2010.html;;2010
