;book:ID;author:string[];author-bibtex:string;author-orcid:string[];booktitle:string;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];isbn:string[];isbn-type:string[];key:string;mdate:date;month:string;note:string;note-type:string;pages:string[];publisher:string;publisher-href:string;publtype:string;school:string[];series:string;series-href:string;sub:string;sup:string[];title:string;url:string;volume:string;year:int
1638;2850076;Aisling Ann O'Kane|Ann Blandford|Dominic Furniss|Helena M. Mentis|Rebecca Randell|Svetlena Taneva;;0000-0001-8219-8126|0000-0002-3198-7122;Fieldwork for Healthcare: Guidance for Investigating Human Factors in Computing Systems;;;;;;;https://doi.org/10.2200/S00606ED1V02Y201410ARH007|https://www.wikidata.org/entity/Q61929046;;;;;series/synthesis/2014Furniss2;2019-06-02;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Assistive, Rehabilitative, and Health-Preserving Technologies;db/series/synthesis/arh.html;;;Fieldwork for Healthcare: Guidance for Investigating Human Factors in Computing Systems;;;2014
11734;2868372;Edward G. Coffman Jr.|George S. Lueker;;;;;;;;;;;;;978-0-471-53272-9;;books/daglib/0070175;2011-04-19;;;;I-XIV, 1-192;Wiley;;;;Wiley-Interscience series in discrete mathematics and optimization;;;;Probabilistic analysis of packing and partitioning algorithms.;;;1991
6491;2862467;Luca Delgrossi|Tao Zhang 0005;;;;;;;;;;http://eu.wiley.com/WileyCDA/WileyTitle/productCd-1118132726.html;;;978-1-118-13272-2;;books/daglib/0031635;2019-03-13;;;;I-XXVI, 1-372;Wiley;;;;Wiley series on information and communication technology;;;;Vehicle Safety Communications - Protocols, Security, and Privacy.;;;2012
9616;2865979;Mario Winter;;;;;;;;;;;;;978-3-89864-273-6;;books/daglib/0013406;2011-04-01;;;;I-XVI, 1-540;dpunkt.verlag;;;;;;;;Methodische objektorientierte Softwareentwicklung - eine Integration klassischer und moderner Entwicklungskonzepte.;;;2005
1217;2849283;Ketty Peeva|Yordan Kyosev;;;;;;;;;;https://doi.org/10.1142/5683;;;978-981-256-076-6|978-981-4481-57-1;;series/afsat/PeevaK05;2017-05-16;;;;1-304;World Scientific;;;;Advances in Fuzzy Systems - Applications and Theory;db/series/afsat/index.html;;;Fuzzy Relational Calculus - Theory, Applications and Software;;;2005
3565;2855392;;;;Agriculture and Environment Perspectives in Intelligent Systems;;;;;Andrés Muñoz 0001|Jaehwa Park;;http://ebooks.iospress.nl/volume/agriculture-and-environment-perspectives-in-intelligent-systems|https://doi.org/10.3233/AISE24;;;978-1-61499-968-3|978-1-61499-969-0;;series/aise/24;2021-07-01;;;;;IOS Press;;;;Ambient Intelligence and Smart Environments;db/series/aise/index.html;;;Agriculture and Environment Perspectives in Intelligent Systems;db/series/aise/aise24.html;24;2019
3419;2854679;;;;Computational Models of Complex Systems;;;;;Vahid Dabbaghian|Vijay Kumar Mago;;https://doi.org/10.1007/978-3-319-01285-8;;;978-3-319-01284-1;;series/isrl/53;2017-05-16;;;;;Springer;;;;Intelligent Systems Reference Library;db/series/isrl/index.html;;;Computational Models of Complex Systems;db/series/isrl/isrl53.html;53;2014
14281;2878645;Dominique Quadri;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01688213;;;;;books/hal/Quadri15;2018-03-13;;;;;;;habil;University of Paris-Sud, Orsay, France;;;;;Programmation Mathématique en variables entières: théorie et applications.;;;2015
19258;8964095;Cristian Pérez de Laborda Schwankhart;;;;;;;;;;https://d-nb.info/986652032;;;978-3-8364-5167-3;;phd/de/Schwankhart2007;2021-07-17;;;;1-144;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Incorporating relational data into the Semantic Web: from databases to RDF using relational OWL.;;;2007
3257;2853891;;;;Greening Video Distribution Networks;;;;;Adrian Popescu 0002;;https://doi.org/10.1007/978-3-319-71718-0;;;978-3-319-71717-3|978-3-319-71718-0;;series/ccn/P2018;2019-03-06;;;;;Springer;;;;Computer Communications and Networks;db/series/ccn/index.html;;;Greening Video Distribution Networks - Energy-Efficient Internet Video Delivery;db/series/ccn/P2018.html;;2018
13467;2874295;Horst Stöcker|John Harris;;;;;;;;;;https://www.worldcat.org/oclc/39052225;;;0387947469;;books/lib/HarrisS98;2020-07-17;;;;I-XXVIII, 1-1028;Springer;;;;;;;;Handbook of mathematics and computational science.;;;1998
15482;2879846;Michel Chein;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00282270;;;;;books/hal/Chein70;2017-09-28;;;;;;;habil;Joseph Fourier University, Grenoble, France;;;;;Sur des problèmes de décomposition d'un graphe, liés à l'implantation.;;;1970
1296;2849639;;;;Designing Information Spaces;;;;;Alan J. Munro|David Benyon|Kristina Höök;0000-0002-0002-4825;https://doi.org/10.1007/978-1-4471-0035-5;;;978-1-85233-661-5;;series/cscw/2009spaces;2019-10-19;;;;;Springer;;;;Computer Supported Cooperative Work;db/series/cscw/index.html;;;Designing Information Spaces: The Social Navigation Approach;db/series/cscw/spaces2003.html;;2003
8539;2864785;Peter Pepper;;;;;;;;;;;;;978-3-540-43621-8;;books/daglib/0007401;2011-02-03;;;;I-XIV, 1-300;Springer;;;;Springer-Lehrbuch;;;;Funktionale Programmierung - in OPAL, ML, HASKELL und GOFER (2. Aufl.).;;;2003
12801;2872466;Dana S. Nau|Malik Ghallab|Paolo Traverso;;;;;;;;;;;;;978-1-55860-856-6;;books/daglib/0014222;2011-04-14;;;;I-XXVIII, 1-635;Elsevier;;;;;;;;Automated planning - theory and practice.;;;2004
17825;2891374;John A. Vince;;;;;;;;;;https://doi.org/10.1007/978-1-4471-7509-4;;;978-1-4471-7508-7|978-1-4471-7509-4;;books/sp/Vince21a;2021-09-08;;;;1-178;Springer;;;;;;;;Quaternions for Computer Graphics, Second Edition;;;2021
2712;2852351;Urszula Bentkowska;;0000-0002-5287-1823;;;;;;;;https://doi.org/10.1007/978-3-030-12927-9;;;978-3-030-12926-2;;series/sfsc/2020-378;2019-10-19;;;;3-158;Springer;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;Interval-Valued Methods in Classifications and Decisions;;378;2020
4069;2858964;Pascal Meißner;;0000-0002-7918-1566;;;;;;;;https://doi.org/10.1007/978-3-030-31852-9;;;978-3-030-31851-2;;series/star/Meisner20;2021-07-25;;;;1-258;Springer;;;;Springer Tracts in Advanced Robotics;db/series/star/index.html;;;Indoor Scene Recognition by 3-D Object Search - For Robot Programming by Demonstration;;135;2020
16747;2887035;Christoph G. Schuetz;;0000-0002-0955-8647;;;;;;;;https://d-nb.info/1074033752|https://doi.org/10.1007/978-3-658-11084-0;;;978-3-658-11083-3|978-3-658-11084-0;;books/sp/Schuetz15;2021-07-17;;;;1-17;Springer Vieweg;;;Johannes Kepler University Linz, Austria;;;;;Multilevel Business Processes - Modeling and Data Analysis;;;2015
14461;2878825;David Janin;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00659990;;;;;books/hal/Janin05;2017-09-28;;;;;;;habil;University of Bordeaux, France;;;;;A contribution to formal methods : games, logic and automata. (Contribution aux fondements des méthodes formelles : jeux, logique et automates).;;;2005
11668;2868295;Andrej D. Poljanin|Valentin F. Sajzew;;;;;;;;;;;;;978-3-8171-1389-7;;books/daglib/0085253;2011-04-27;;;;I-IV, 1-212;Deutsch;;;;;;;;Sammlung gewöhnlicher Differentialgleichungen.;;;1996
7471;2863560;Klaus Truemper;;;;;;;;;;;;;978-0-12-701225-4;;books/daglib/0076841;2011-05-02;;;;I-X, 1-398;Academic Press;;;;;;;;Matroid decomposition.;;;1992
2164;2850602;Mark Dredze|Michael J. Paul;;;;;;;;;;https://doi.org/10.2200/S00791ED1V01Y201707ICR060;;;;;series/synthesis/2017Paul;2017-09-11;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Information Concepts, Retrieval, and Services;db/series/synthesis/icr.html;;;Social Monitoring for Public Health;;;2017
18589;2895669;N. Manikanthababu|Prajna Kunche;;;;;;;;;;https://doi.org/10.1007/978-3-030-42746-7;;;978-3-030-42745-0;;books/sp/KuncheM20;2020-05-05;;;;1-100;Springer;;;;;;;;Fractional Fourier Transform Techniques for Speech Enhancement - Studies in Speech Signal Processing, Natural Language Understanding, and Machine Learning;;;2020
11378;2867971;Pesi Rustom Masani;;;;;;;;;;;;;978-3-7643-2246-5;;books/daglib/0079924;2011-03-25;;;;1-416;Birkhäuser;;;;;;;;Norbert Wiener - 1894-1964.;;;1990
6414;2862381;Derrick Story;;;;;;;;;;http://www.oreilly.de/catalog/digphotohks/index.html;;;978-0-596-00666-2;;books/daglib/0010892;2011-04-07;;;;I-XX, 1-309;O'Reilly;;;;;;;;Digital photography hacks - 100 industrial-stength tips and tools.;;;2004
1524;2849962;Franceli L. Cibrian|Gillian R. Hayes|Kimberley D. Lakes;;;;;;;;;;https://doi.org/10.2200/S01061ED1V01Y202011ARH015;;;;;series/synthesis/2020Cibrian;2021-04-07;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Assistive, Rehabilitative, and Health-Preserving Technologies;db/series/synthesis/arh.html;;;Research Advances in ADHD and Technology;;;2020
1481;2849919;Hong Wang|Jie Ji|Yue Ren;;;;;;;;;;https://doi.org/10.2200/S01037ED1V01Y202008AAT013;;;;;series/synthesis/2020Ji;2021-04-07;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Advances in Automotive Technology;db/series/synthesis/aat.html;;;Path Planning and Tracking for Vehicle Collision Avoidance in Lateral and Longitudinal Motion Directions;;;2020
993;2848043;Agnieszka B. Malinowska|Delfim F. M. Torres;;0000-0001-8641-2505|0000-0002-1309-8583;;;;;;;;https://doi.org/10.1007/978-3-319-02747-0|https://www.wikidata.org/entity/Q60224388;;;978-3-319-02746-3|978-3-319-02747-0;;series/sbece/MalinowskaT14;2019-09-16;;;;i-xviii, 1-84;Springer;;;;Springer Briefs in Electrical and Computer Engineering;db/series/sbece/index.html;;;Quantum Variational Calculus;;;2014
2123;2850561;Adrian Duran|Fatemeh Saki|Nasser Kehtarnavaz;;;Anywhere-Anytime Signals and Systems Laboratory (2nd Edition);;;;;;;https://doi.org/10.2200/S00879ED2V01Y201810SPR015;;;;;series/synthesis/2018Kehtarnavaz;2019-06-18;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Signal Processing;db/series/synthesis/spr.html;;;Anywhere-Anytime Signals and Systems Laboratory: From MATLAB to Smartphones, Second Edition;;;2018
9105;2865421;Stephen Wolfram;;;;;;;;;;;;;978-3-8273-1036-1;;books/daglib/0086626;2011-04-21;;;;I-XXVI, 1-1499;Addison-Wesley;;;;;;;;Das Mathematica Buch - die offizielle Dokumentation: Mathematica Version 3 (3. Aufl.).;;;1997
14157;2878521;Fabrice Valois;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00272361;;;;;books/hal/Valois07;2017-09-28;;;;;;;habil;Claude Bernard University Lyon 1, France;;;;;Auto-organisation de réseaux radio multi-saut. (Self-organisation of multi-hop networks).;;;2007
1699;2850137;Alexander A. Schwarzmann|Nicolas Nicolaou|Vincent Gramoli;;;;;;;;;;https://doi.org/10.2200/S01069ED1V01Y202012DCT017;;;;;series/synthesis/2021Gramoli;2022-01-05;;;;1-192;Morgan & Claypool Publishers;;;;Synthesis Lectures on Distributed Computing Theory;db/series/synthesis/dct.html;;;Consistent Distributed Storage;;;2021
1925;2850363;Mitchell A. Thornton;;0000-0003-3559-9511;Modeling Digital Switching Circuits with Linear Algebra;;;;;;;https://doi.org/10.2200/S00579ED1V01Y201404DCS044|https://www.wikidata.org/entity/Q62513164;;;;;series/synthesis/2014Thornton;2019-06-02;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Digital Circuits and Systems;db/series/synthesis/dcs.html;;;Modeling Digital Switching Circuits with Linear Algebra;;;2014
15396;2879760;Andrzej Duda;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00005088;;;;;books/hal/Duda94;2017-09-28;;;;;;;habil;Joseph Fourier University, Grenoble, France;;;;;Modélisation, conception et réalisation de systèmes répartis. (Performance Evaluation, Design and Implementation of Distributed Systems).;;;1994
14590;2878954;Charles Kervrann;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00541298;;;;;books/hal/Kervrann10;2017-09-29;;;;;;;habil;University of Rennes 1, France;;;;;Modèles statistiques pour l'analyse d'images, algorithmes et applications en imagerie bio-cellulaire et moléculaire. (Statistical models for image analysis, algorithms and application to bio-cellular and molecular imaging).;;;2010
5910;2861816;David A. Fura|Veljko M. Milutinovic;;;;;;;;;;;;;978-0-8186-0795-0;;books/daglib/0071022;2011-05-06;;;;I-VI, 1-354;IEEE;;;;;;;;Gallium Arsenide Computer Design - Tutorial.;;;1988
9741;2866115;Gerald Schmieder;;;;;;;;;;;;;978-3-528-05418-2;;books/daglib/0075834;2011-04-29;;;;I-VIII, 1-215;Vieweg;;;;Mathematische Grundlagen der Informatik;;;;Analysis - eine Einführung für Mathematiker und Informatiker.;;;1994
16136;2882276;Philip N. Klein;;;;;;;;;;https://doi.org/10.1017/CBO9781139084772;;;9781139084772;;books/cu/K2014;2017-05-16;;;;;Cambridge University Press;;;;;;;;A Cryptography Primer: Secrets and Promises;;;2014
5416;2861249;Michael Wiertlewski;;;;;;;;;;https://doi.org/10.1007/978-1-4471-4841-8;;;978-1-4471-4840-1;;books/daglib/0031136;2017-05-16;;;;I-XIV, 1-133;Springer;;;;Springer Series on Touch and Haptic Systems;;;;Reproduction of Tactual Textures - Transducers, Mechanics and Signal Encoding.;;;2013
324;2841815;Mark James Burge|Wilhelm Burger;;;;;;;;;;https://doi.org/10.1007/978-1-84628-968-2;;;978-1-84628-379-6|978-1-84628-968-2;;series/txcs/BurgerB08;2020-07-10;;;;I-XX, 1-565;Springer;;;;Texts in Computer Science;db/series/txcs/index.html;;;Digital Image Processing - An Algorithmic Introduction using Java.;;;2008
5473;2861317;Thomas Burch;;;;;;;;;;;;;978-3-519-00239-0;;books/daglib/0094354;2019-07-22;;;;1-226;Teubner;;;;Teubner-Texte zur Informatik;;;;Parametrisierte Spezifikation von Schaltkreisen - graphischer Entwurf regulärer Strukturen.;;28;1998
2937;2853367;Renata Rawlings-Goss;;;;;;;;;;https://doi.org/10.1007/978-3-030-22407-3;;;978-3-030-22409-7;;series/sbcs/Rawlings-Goss19;2019-08-06;;;;1-85;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Data Science Careers, Training, and Hiring - A Comprehensive Guide to the Data Ecosystem: How to Build a Successful Data Science Career, Program, or Unit;;;2019
3833;2857375;Dines Bjørner;;;;;;;;;;https://doi.org/10.1007/3-540-33653-2;;;978-3-540-21151-8|978-3-540-33653-2;;series/txtcs/Bjorner06b;2017-05-16;;;;1-768;Springer;;;;Texts in Theoretical Computer Science. An EATCS Series;db/series/txtcs/index.html;;;Software Engineering 3 - Domains, Requirements, and Software Design;;;2006
5220;2861039;Qinghua Lu 0001;;;;;;;;;;;;;978-3-8484-3060-4;;books/daglib/0045749;2020-01-07;;;;1-157;LAP Lambert Academic Publishing;;;;;;;;JARTOS - A Real-Time Operating System in Java: Can developing a real-time operating system in Java result in a system that an errant process can't crash?;;;2012
7597;2863713;John W. Lloyd|Patricia M. Hill;;;;;;;;;;;;;978-0-262-08229-7;;books/daglib/0095081;2011-04-29;;;;I-XX, 1-348;MIT Press;;;;;;;;The Gödel programming language.;;;1994
16208;2882705;David Maier 0001|David Scott Warren;;;;;;;;;;;;;0-8053-6681-4;;books/bc/MaierW88;2017-11-07;;;;;Benjamin/Cummings;;;;;;;;Computing with Logic: Logic Programming with Prolog;;;1988
18221;2894509;John Hunt;;;;;;;;;;https://doi.org/10.1007/978-3-030-80893-8;;;978-3-030-80892-1;;books/sp/Hunt21;2021-10-25;;;;1-519;Springer;;;;;;;;Beginner's Guide to Kotlin Programming;;;2021
11646;2868270;Albrecht P. Ströle;;;;;;;;;;;;;978-3-8154-2314-1;;books/daglib/0092952;2019-07-22;;;;1-322;Teubner;;;;Teubner-Texte zur Informatik;;;;Entwurf selbsttestbarer Schaltungen.;;27;1998
5757;2861641;Cameron Newham;;;;;;;;;;;;;978-1-56592-347-8;;books/daglib/0092198;2011-04-21;;;;I-XVI, 1-318;O'Reilly;;;;;;;;Learning the bash shell - UNIX shell programming (2. ed.).;;;1998
6247;2862190;Elisabeth Oswald|Stefan Mangard|Thomas Popp;;;;;;;;;;;;;978-0-387-30857-9;;books/daglib/0017272;2011-02-21;;;;I-XXIII, 1-337;Springer;;;;;;;;Power analysis attacks - revealing the secrets of smart cards.;;;2007
9008;2865307;Elliotte Rusty Harold;;;;;;;;;;;;;978-1-56592-870-1;;books/daglib/0002206;2011-04-12;;;;I-XXVI, 1-731;O'Reilly;;;;;;;;Java network programming - covers Java 2, JDK 1.2 and 1.3 (2. ed.).;;;2000
11575;2868191;René J. Jorna;;;;;;;;;;;;;978-3-923721-75-7;;books/daglib/0081936;2019-07-17;;;;I-VIII, 1-237;Stauffenburg;;;;Probleme der Semiotik;;;;Knowledge representation and symbols in the mind - an analysis of the notion of representation and symbol in cognitive psychology.;;10;1990
1183;2849176;;;;;;;;;Christian Müller-Tomfelde;;https://doi.org/10.1007/978-1-84996-113-4;;;978-1-84996-112-7;;series/hci/MullerT10;2017-05-16;;;;;Springer;;;;Human-Computer Interaction Series;db/series/hci/index.html;;;Tabletops - Horizontal Interactive Displays;db/series/hci/MullerT10.html;;2010
16382;2885647;;;;;;;;;Tetsuya Higuchi|Xin Yao 0001|Yong Liu 0012;;https://doi.org/10.1007/0-387-31238-2;;;978-0-387-24386-3;;books/sp/06/HLY2006;2019-07-15;;;;;Springer;;;;Genetic and Evolutionary Computation;;;;Evolvable Hardware;db/books/collections/HLY2006.html;;2006
5113;2860923;;;;;;;;;André van der Hoek|Ivan Mistrík|Jim Whitehead|John Grundy 0001;0000-0003-4928-7076;https://doi.org/10.1007/978-3-642-10294-3;;;978-3-642-10293-6;;books/daglib/0023900;2018-09-13;;;;;Springer;;;;;;;;Collaborative Software Engineering;db/books/daglib/0023900.html;;2010
8589;2864841;James F. Peters;;;;;;;;;;;;;978-0-8359-0184-0;;books/daglib/0098575;2011-04-07;;;;I-XVII, 1-670;Reston Publishing company, Inc.;;;;;;;;The art of assembly language programming VAX-11.;;;1985
11030;2867584;Albrecht Beutelspacher;;;;;;;;;;;;;978-3-528-48990-8;;books/daglib/0088192;2011-04-28;;;;1-179;Vieweg;;;;;;;;Kryptologie - eine Einführung in die Wissenschaft vom Verschlüsseln, Verbergen und Verheimlichen: ohne alle Geheimniskrämerei, aber nicht ohne hinterlistigen Schalk, dargestellt zum Nutzen und Ergötzen des allgemeinen Publikums (5. Aufl.).;;;1996
19128;8908243;Ralf Müller;;;;;;;;;;https://d-nb.info/95369920X;;;978-3-8260-1542-7;;phd/dnb/Muller99h;2021-07-17;;;;1-278;Königshausen und Neumann;;;University of Mainz, Germany;;;;;Die dynamische Logik des Erkennens von Charles S. Peirce.;;;1999
13841;2876146;Maxime Crochemore|Wojciech Rytter;;;;;;;;;;http://www-igm.univ-mlv.fr/~mac/REC/B1.html|http://www.mimuw.edu.pl/~rytter/BOOKS/text-algorithms.pdf;oa;;0-19-508609-0;;books/ox/CrochemoreR94;2020-03-12;;;;;Oxford University Press;;;;;;;;Text Algorithms;;;1994
13771;2875222;;;;Shell Structures for Architecture;;;;;Chris Williams|Diederik Veenendaal|Philippe Block|Sigrid Adriaenssens;;;;;978-0-415-84060-6;;books/tf/14/ABVW2014;2020-06-03;;;;;Taylor & Francis;;;;;;;;Shell Structures for Architecture - Form Finding and Optimization.;db/books/collections/ABVW2014.html;;2014
8797;2865074;Thomas B. Passin;;;;;;;;;;;;;978-1-932394-20-7;;books/daglib/0013628;2011-04-14;;;;I-XXII, 1-281;Manning Publications Company;;;;;;;;Explorer's guide to the semantic web.;;;2004
1304;2849735;Gian Afrisando Pujakusuma|Guerino Mazzola|Jacob Grunklee|Kyriaki Gkoudina|Tianxue Hu|William Heinze|Yan Pang|Yiqing Ma|Zilu Chen;;;;;;;;;;https://doi.org/10.1007/978-3-030-00982-3;;;978-3-030-00981-6;;series/music/MazzolaPHGPGCHM18;2018-11-09;;;;3-186;Springer;;;;Computational Music Science;db/series/music/index.html;;;Basic Music Technology - An Introduction;;;2018
12704;2872358;Jonathan Richard Shewchuk|Siu-Wing Cheng|Tamal K. Dey;;;;;;;;;;http://www.crcpress.com/product/isbn/9781584887300;;;978-1-584-88730-0;;books/daglib/0030290;2013-03-04;;;;I-XV, 1-394;CRC Press;;;;Chapman and Hall / CRC computer and information science series;;;;Delaunay Mesh Generation.;;;2013
11580;2868198;Jonathan Knudsen|Patrick Niemeyer;;;;;;;;;;;;;978-1-56592-718-6;;books/daglib/0001683;2011-04-12;;;;I-XVI, 1-706;O'Reilly;;;;The Java series;;;;Learning Java - covers Java 1.3.;;;2000
18840;2897266;Bertrand Meyer 0001;;;;;;;;;;http://www.eiffel.com/doc/#aooe;;;0-13-245507-2;;books/ph/Meyer94;2019-07-10;;;;;Prentice-Hall;db/publishers/ph.html;;;;;;;An Object-Oriented Environment: Principles and Applications;;;1994
5853;2861749;Fernando Flores|Terry Winograd;;;;;;;;;;;;;978-3-88022-750-7;;books/daglib/0082474;2020-05-07;;;;1-350;Rotbuch Verlag;;;;Rotbuch Rationen;;;;Erkenntnis Maschinen verstehen - zur Neugestaltung von Computersystemen, 2. Auflage.;;;1992
17149;2889376;Alexander Schrijver|László Lovász 0001|Martin Grötschel;;;;;;;;;;https://doi.org/10.1007/978-3-642-97881-4;;;978-3-642-97881-4|978-3-642-97883-8;;books/sp/GLS1988;2019-08-06;;;;;Springer;;;;Algorithms and Combinatorics;;;;Geometric Algorithms and Combinatorial Optimization;;2;1988
7624;2863744;David A. Grossman|Ophir Frieder;;;;;;;;;;;;;978-0-7923-8271-3;;books/daglib/0096989;2019-07-22;;;;I-XVI, 1-254;Kluwer;;;;The Kluwer international series in engineering and computer science;;;;Information retrieval - algorithms and heuristics.;;461;1998
17389;2890424;;;;;;;;;Mayank Vatsa|Nalini K. Ratha|Richa Singh 0001|Vishal M. Patel;0000-0001-5952-2274|0000-0001-7913-5722|0000-0003-4060-4573;https://doi.org/10.1007/978-3-030-30671-7;;;978-3-030-30670-0|978-3-030-30671-7;;books/sp/20/SVPR2020;2020-04-05;;;;;Springer;;;;;;;;Domain Adaptation for Visual Understanding;db/books/collections/SVPR2020.html;;2020
