;incollection:ID;author:string[];author-orcid:string[];booktitle:string;cdrom:string;chapter:int;cite:string[];cite-label:string[];crossref:string;ee:string[];ee-type:string[];i:string[];key:string;mdate:date;note:string;number:string;pages:string;publisher:string;publisher-href:string;publtype:string;sub:string[];sup:string[];title:string;url:string;year:int
9975;10623;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_100030;;;reference/gis/X17ab;2017-07-12;;;48;;;encyclopedia;;;Activities Flexible.;db/reference/gis/gis2017.html#X17ab;2017
46149;2870884;Andrea Fuster|Luc M. J. Florack|Tom C. J. Dela Haije;;Visualization and Processing of Higher Order Descriptors for Multi-Valued Data;;;;;books/daglib/0037573;https://doi.org/10.1007/978-3-319-15090-1_2;;;books/daglib/p/HaijeFF15;2017-05-16;;;21-35;;;;;;Finslerian Diffusion and the Bloch-Torrey Equation.;db/books/collections/HS2015.html#HaijeFF15;2015
2472;3075;Neeraj Mittal|Vijay K. Garg;;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse436;;;reference/wiley/GargM08;2017-05-16;;;;;;;;;Time and State in Asynchronous Distributed Systems.;db/reference/wiley/wiley2008.html#GargM08;2008
62524;2893712;Andrew Young|Stefaan G. Verhulst;;Data for Refugees Challenge;;;;;books/sp/SPLL2019;https://doi.org/10.1007/978-3-030-12554-7_24;;;books/sp/19/VerhulstY19;2019-09-18;;;465-476;;;;;;The Potential and Practice of Data Collaboratives for Migration.;db/books/collections/SPLL2019.html#VerhulstY19;2019
8162;8808;;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_666;;;reference/ml/X10re;2017-07-12;;;795;;;encyclopedia;;;Prior.;db/reference/ml/ml2010.html#X10re;2010
23490;24189;;;Encyclopedia of Database Systems;;;reference/db/Han09;forward;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2340;;;reference/db/X09ks;2017-07-12;;;557;;;encyclopedia;;;Data Analysis.;db/reference/db/d.html#X09ks;2009
43784;2868509;Li Deng 0001;;Robust Speech Recognition of Uncertain or Missing Data;;;;;books/daglib/0027836;https://doi.org/10.1007/978-3-642-21317-5_4;;;books/daglib/p/Deng11;2018-07-12;;;67-99;;;;;;Front-End, Back-End, and Hybrid Techniques for Noise-Robust Speech Recognition.;db/books/daglib/0027836.html#Deng11;2011
19714;20411;Francesco Bullo|Jorge Cortés|Sonia Martínez;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_457;;;reference/complexity/BulloCM09;2017-07-12;;;7712-7728;;;encyclopedia;;;Robotic Networks, Distributed Algorithms for.;db/reference/complexity/ecss2009.html#BulloCM09;2009
3391;3996;Alan C. Bovik|Muhammad Farooq Sabir|Robert W. Heath Jr.;;Encyclopedia of Wireless and Mobile Communications;;;;;;http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043497;;;reference/tf/BovikHS08a;2017-07-12;;;;;;encyclopedia;;;Image and Video Communication: Power Optimized.;db/reference/tf/ewmc2008.html#BovikHS08a;2008
41205;2856902;Cvetko Andreeski;;Cyber Security and Resiliency Policy Framework;;;;;series/natosec/38;https://doi.org/10.3233/978-1-61499-446-6-36;;;series/natosec/Andreeski14;2017-05-16;;;36-48;;;;;;Security Issues for Mobile Devices.;db/series/natosec/natosec38.html#Andreeski14;2014
19732;20429;Eric J. Chaisson;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_194;;;reference/complexity/Chaisson09;2017-07-12;;;3267-3284;;;encyclopedia;;;Exobiology and Complexity.;db/reference/complexity/ecss2009.html#Chaisson09;2009
44227;2868954;Jan Pries-Heje|Richard L. Baskerville|Sabine Madsen;0000-0003-2860-5215;Agile Software Development;;;;;books/daglib/0025395;https://doi.org/10.1007/978-3-642-12575-1_5;;;books/daglib/p/BaskervillePM10;2021-10-14;;;87-110;;;;;;From Exotic to Mainstream: A 10-year Odyssey from Internet Speed to Boundary Spanning with Scrum.;db/books/collections/DDM2010.html#BaskervillePM10;2010
50276;2877419;Davide Bertozzi|Francisco Gilabert Villamón|Giovanni De Micheli|Luca Benini;;Embedded Systems Design and Verification;;;;;books/crc/zurawski2009-1;https://doi.org/10.1201/9781439807637.ch15;;;books/crc/zurawski2009/VillamonBBM09;2017-05-16;;;15;;;;;;Networks-on-Chip: an Interconnect Fabric for Multiprocessor Systems-on-Chip.;db/books/collections/zurawski2009-1.html#VillamonBBM09;2009
61399;2892485;Tobias Wagner 0005;;Digitalisierung im Spannungsfeld von Politik, Wirtschaft, Wissenschaft und Recht (1);;;;;books/sp/2018BGMa;https://doi.org/10.1007/978-3-662-55720-4_49;;;books/sp/18/Wagner18;2021-08-27;;;543-552;;;;;;Digitalisierung im Bürgerkontakt - Ein Streifzug durch die Möglichkeiten und Hürden des Datenaustauschs zwischen Behörden und Bürgern.;db/books/collections/BGMa2018.html#Wagner18;2018
54592;2883938;Anke Meyer-Bäse;0000-0001-6363-2687;Computer Vision and Applications;;;;;books/el/00/JH2000;https://doi.org/10.1016/b978-012379777-3/50018-2|https://www.wikidata.org/entity/Q60540254;;;books/el/00/Meyer-Base00;2020-06-15;;;577-606;;;;;;Neural Net Computing for Image Processing.;db/books/collections/JH2000.html#Meyer-Base00;2000
34238;2846969;Mohd Sharifuddin Ahmad|Shahrinaz Ismail|Zainuddin Hassan;0000-0002-2960-1083;Social Networks: A Framework of Computational Intelligence;;;;;series/sci/2014-526;https://doi.org/10.1007/978-3-319-02993-1_10;;;series/sci/IsmailAH14;2017-06-09;;;201-224;;;;;;Granularity of Personal Intelligence in Social Networks.;db/series/sci/sci526.html#IsmailAH14;2014
2343;2945;Miguel Palomino;0000-0002-6725-350X;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse535;;;reference/wiley/Palomino08;2019-10-19;;;;;;;;;Formal Logic.;db/reference/wiley/wiley2008.html#Palomino08;2008
63068;2894375;David Lo 0001|Yuan Tian 0008;0000-0002-4367-7201;Evolving Software Systems;;;;;books/sp/ess2014;https://doi.org/10.1007/978-3-642-45398-4_6;;;books/sp/ess14/TianL14;2018-09-13;;;163-197;;;;;;LeveragingWeb 2.0 for software evolution.;db/books/collections/ess2014.html#TianL14;2014
34998;2847827;Wang-Cheol Song|Zhong Ming Huang;;Computational Intelligence and Efficiency in Engineering Systems;;;;;series/sci/2015-595;https://doi.org/10.1007/978-3-319-15720-7_23;;;series/sci/SongH15;2017-05-16;;;321-330;;;;;;Aggregator Operation for EVs in Korean Smart Grids Testbed.;db/series/sci/sci595.html#SongH15;2015
30;622;Burt Kaliski;;Encyclopedia of Cryptography and Security (2nd Ed.);;;;;reference/crypt/2011;https://doi.org/10.1007/978-1-4419-5906-5_418;;;reference/crypt/Kaliski11s;2017-07-12;;;716;;;encyclopedia;;;Legendre Symbol.;db/reference/crypt/crypt2011.html#Kaliski11s;2011
38959;2854202;Ahmed K. Elmagarmid|Athman Bouguettaya|Mourad Ouzzani;0000-0003-1254-8092;Emergent Web Intelligence;;;;;series/aikp/CBAH2011;https://doi.org/10.1007/978-1-84996-074-8_3;;;series/aikp/OuzzaniBE10;2019-10-19;;;47-86;;;;;;WS-Query - A Framework to Efficiently Query Semantic Web Service.;db/series/aikp/CBAH2010.html#OuzzaniBE10;2010
50379;2877522;Jih-Kwon Peir|Windsor W. Hsu;;The Computer Science and Engineering Handbook;;;;;books/crc/tucker1997;;;;books/crc/tucker97/HsuP97;2017-07-09;;;427-446;;;encyclopedia;;;Busses.;db/books/collections/tucker97.html#HsuP97;1997
57696;2887605;Alfred Seeger;;Compendium of Quantum Physics;;;;;books/sp/09/GHW2009;https://doi.org/10.1007/978-3-540-70626-7_199;;;books/sp/09/Seeger09;2019-07-19;;;702-716;;;encyclopedia;;;Solitons.;db/books/collections/GHW2009.html#Seeger09;2009
23113;23812;Benjamin Piwowarski|Jovan Pehcevski;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_152;;;reference/db/PehcevskiP09;2017-07-12;;;1015-1024;;;encyclopedia;;;Evaluation Metrics for Structured Text Retrieval.;db/reference/db/e.html#PehcevskiP09;2009
59843;2890335;Jeffrey C. Carver|Katia Romero Felizardo;;Contemporary Empirical Methods in Software Engineering;;;;;books/sp/20/FT2020;https://doi.org/10.1007/978-3-030-32489-6_12;;;books/sp/20/FelizardoC20;2021-06-29;;;327-355;;;;;;Automating Systematic Literature Review.;db/books/collections/FT2020.html#FelizardoC20;2020
31832;2844329;Erick Cantú-Paz;;Parameter Setting in Evolutionary Algorithms;;;;;series/sci/2007-54;https://doi.org/10.1007/978-3-540-69432-8_13;;;series/sci/Cantu-Paz07;2017-05-16;;;259-276;;;;;;Parameter Setting in Parallel Genetic Algorithms.;db/series/sci/sci54.html#Cantu-Paz07;2007
63565;2895150;Danyel Fisher;;From Usenet to CoWebs;;;;;books/sp/03/LF2003;https://doi.org/10.1007/978-1-4471-0057-7_1;;;books/sp/03/Fisher03;2019-08-20;;;3-19;;;;;;Studying Social Information Spaces.;db/books/collections/LF2003.html#Fisher03;2003
18485;19176;Thomas Moscibroda;;Encyclopedia of Algorithms;;;;;;https://doi.org/10.1007/978-1-4939-2864-4_210;;;reference/algo/Moscibroda16;2017-07-12;;;1133-1136;;;encyclopedia;;;Local Computation in Unstructured Radio Networks.;db/reference/algo/algo2016.html#Moscibroda16;2016
25989;26690;Goetz Graefe;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_678;;;reference/db/Graefe09e;2017-07-12;;;2807-2812;;;encyclopedia;;;Storage Manager.;db/reference/db/s.html#Graefe09e;2009
13795;14454;;;Computer Vision, A Reference Guide;;;;;;https://doi.org/10.1007/978-0-387-31439-6_100285;;;reference/vision/X14cd;2017-07-12;;;258;;;encyclopedia;;;Error-Correcting Graph Matching.;db/reference/vision/vision2014.html#X14cd;2014
50684;2877840;João Paulo Barros|Luís Gomes 0001;;The Industrial Information Technology Handbook;;;;;books/crc/IIR05;;;;books/crc/IIR2005/GomesB05;2016-03-01;;;1-17;;;;;;Models of Computation for Embedded Systems.;db/books/collections/IITHandbook2005.html#GomesB05;2005
50668;2877824;David Emerson;;The Industrial Information Technology Handbook;;;;;books/crc/IIR05;;;;books/crc/IIR2005/Emerson05;2019-08-07;;;;;;;;;Enterprise-Manufacturing Data Exchange Using XML.;db/books/collections/IITHandbook2005.html#Emerson05;2005
35372;2848369;Ahmad-Reza Sadeghi|Berk Sunar|Frederik Armknecht|Pim Tuyls|Roel Maes;;Towards Hardware-Intrinsic Security;;;;;series/isc/364214451;https://doi.org/10.1007/978-3-642-14452-3_6;;;series/isc/ArmknechtMSST10;2017-05-16;;;135-164;;;;;;Memory Leakage-Resilient Encryption Based on Physically Unclonable Functions.;db/series/isc/isc364214451.html#ArmknechtMSST10;2010
55023;2884391;Dag I. K. Sjøberg|Gunnar R. Bergersen|Tore Dybå;;Perspectives on Data Science for Software Engineering;;;;;books/el/16/MWZ2016;https://doi.org/10.1016/b978-0-12-804206-9.00006-4;;;books/el/16/SjobergBD16;2019-06-18;;;29-33;;;;;;Why theory matters.;db/books/collections/MWZ2016.html#SjobergBD16;2016
8384;9031;;;Encyclopedia of Machine Learning and Data Mining;;;;;reference/ml/2017;https://doi.org/10.1007/978-1-4899-7687-1_100437;;;reference/ml/X17vf;2017-07-12;;;1167;;;encyclopedia;;;Spectral Clustering.;db/reference/ml/ml2017.html#X17vf;2017
36799;2851166;Pawel Kolodziejski|Przemyslaw Kazienko;0000-0001-5868-356X;New Trends in Multimedia and Network Information Systems;;;;;series/faia/2008-181;https://doi.org/10.3233/978-1-58603-904-2-291;;;series/faia/KazienkoK08;2017-06-14;;;291-296;;;;;;Adaptive System for the Integration of Recommendation Methods with Social Filtering Enhancement.;db/series/faia/faia181.html#KazienkoK08;2008
738;1332;Frédérique Biennier;;Encyclopedia of Cryptography and Security (2nd Ed.);;;;;reference/crypt/2011;https://doi.org/10.1007/978-1-4419-5906-5_906;;;reference/crypt/Biennier11;2017-07-12;;;1377-1382;;;encyclopedia;;;Web Single Sign On and SAML.;db/reference/crypt/crypt2011.html#Biennier11;2011
25505;26206;Cartik R. Kothari|Mark D. Wilkinson;;Encyclopedia of Database Systems (2nd ed.);;;;;reference/db/2018;https://doi.org/10.1007/978-1-4614-8265-9_633;;;reference/db/KothariW18;2019-02-14;;;;;;encyclopedia;;;Web Services and the Semantic Web for Life Science Data.;db/reference/db/w2.html#KothariW18;2018
63735;2895402;Mehdi Essid|Omar Boucelma|Yassine Lassoued;;Spatial Data on the Web;;;;;books/sp/BCCF2007;https://doi.org/10.1007/978-3-540-69878-4_7;;;books/sp/07/BoucelmaEL07;2019-04-14;;;133-157;;;;;;A Quality-enabled Spatial Integration System.;db/books/collections/BCCF2007.html#BoucelmaEL07;2007
43150;2859215;Olga Uryupina|Roberto Zanoli;;Anaphora Resolution - Algorithms, Resources, and Applications;;;;;series/tanlp/2016anaphora;https://doi.org/10.1007/978-3-662-47909-4_7;;;series/tanlp/UryupinaZ16;2018-02-07;;;209-236;;;;;;Preprocessing Technology.;db/series/tanlp/anaphora2016.html#UryupinaZ16;2016
53059;2882292;Martin Anthony|Peter L. Hammer|Yves Crama;;Boolean Models and Methods;;;;;books/cu/10/CH2010;https://doi.org/10.1017/cbo9780511780448.009;;;books/cu/10/AnthonyCH10;2019-07-25;;;197-220;;;;;;Probabilistic Learning and Boolean Functions.;db/books/collections/CH2010.html#AnthonyCH10;2010
28154;2840180;Jamie Shotton|Pushmeet Kohli;;Consumer Depth Cameras for Computer Vision;;;;;series/acvpr/978-1-4471-4640-7;https://doi.org/10.1007/978-1-4471-4640-7_4|https://www.wikidata.org/entity/Q59447977;;;series/acvpr/KohliS13;2019-06-02;;;63-70;;;;;;Key Developments in Human Pose Estimation for Kinect.;db/series/acvpr/cameras2013.html#KohliS13;2013
45158;2869888;Armin Duff|Encarni Marcos|Martí Sánchez-Fibla|Milanka Ringwald|Paul F. M. J. Verschure;0000-0001-6518-4734;Computational and Robotic Models of the Hierarchical Organization of Behavior;;;;;books/daglib/0032905;https://doi.org/10.1007/978-3-642-39875-9_10;;;books/daglib/p/MarcosRDSV13;2018-11-02;;;213-234;;;;;;The Hierarchical Accumulation of Knowledge in the Distributed Adaptive Control Architecture.;db/books/daglib/0032905.html#MarcosRDSV13;2013
54900;2884265;John F. Sowa;;Principles of Semantic Networks;;;;;books/lib/BorgidaS91;https://doi.org/10.1016/B978-1-4832-0771-1.50011-4;;;books/el/91/Sowa91;2020-04-16;;;157-189;;;;;;Toward the Expressive Power of Natural Language.;db/books/collections/Sowa1991.html#Sowa91;1991
4096;4710;Matteo Bonifacio|Paolo Bouquet|Roberta Cuel;;Encyclopedia of Knowledge Management;;;;;reference/knowledge/2011;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48970;;;reference/knowledge/CuelBB11;2017-07-12;;;198-208;;;encyclopedia;;;Distributed Knowledge Management.;db/reference/knowledge/knowledge2011.html#CuelBB11;2011
11585;12236;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_1310;;;reference/gis/X08xns;2017-07-12;;;1113;;;encyclopedia;;;Spatially-Enabled Data Warehouses.;db/reference/gis/gis2008.html#X08xns;2008
27185;27889;Daniel P. Siewiorek|Edward F. Gehringer;;Encyclopedia of Parallel Computing;;;;;reference/parallel/2011;https://doi.org/10.1007/978-0-387-09766-4_14;;;reference/parallel/SiewiorekG11;2017-07-12;;;297-303;;;encyclopedia;;;Cm* - The First Non-Uniform Memory Access Architecture.;db/reference/parallel/parallel2011.html#SiewiorekG11;2011
44109;2868836;Richard Budel|Stefan Henningsson|Uri Gal|Yao-Hua Tan;0000-0002-6356-3869;Accelerating Global Supply Chains with IT-Innovation;;;;;books/daglib/0028544;https://doi.org/10.1007/978-3-642-15669-4_9;;;books/daglib/p/HenningssonBGT14;2020-10-25;;;137-156;;;;;;ITAIDE Information Infrastructure (I3) Framework.;db/books/collections/TBKR2014.html#HenningssonBGT14;2011
36264;2849407;Roger J. Hubbold|Steve Cunningham;;Interactive Learning Through Visualization;;;;;series/ifip/iltv1992;https://doi.org/10.1007/978-3-642-77263-4_1;;;series/ifip/CunninghamH92;2017-05-16;;;1-5;;;;;;Introduction.;db/series/ifip/iltv1992.html#CunninghamH92;1992
64798;2896748;Francis J. M. Schmitt|Wen-Hui Du;;Curves and Surfaces;;;;;books/ap/91/LMS1991;https://doi.org/10.1016/b978-0-12-438660-0.50027-3;;;books/ap/91/DuS91;2020-05-27;;;161-164;;;;;;A General Method of Treating Degenerate Bézier Patches.;db/books/collections/LMS1991.html#DuS91;1991
15310;15978;Brad Morantz;;Encyclopedia of Data Warehousing and Mining;;;;;reference/dataware/2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=10836;;;reference/dataware/Morantz09;2017-07-12;;;301-306;;;encyclopedia;;;Constrained Data Mining.;db/reference/dataware/dataware2009.html#Morantz09;2009
61025;2892108;Sabine Bendiek;;Digitalisierung im Spannungsfeld von Politik, Wirtschaft, Wissenschaft und Recht (1);;;;;books/sp/2018BGMa;https://doi.org/10.1007/978-3-662-55720-4_3;;;books/sp/18/Bendiek18;2019-05-19;;;21-29;;;;;;Die richtigen Rahmenbedingungen für eine erfolgreiche digitale Transformation.;db/books/collections/BGMa2018.html#Bendiek18;2018
37929;2852598;Eduardo Gómez-Ramírez|Francisco Rivero-Angeles;0000-0001-8491-4114;Hybrid Intelligent Systems;;;;;series/sfsc/2007-208;https://doi.org/10.1007/978-3-540-37421-3_22;;;series/sfsc/Rivero-AngelesG07;2017-09-16;;;357-383;;;;;;Acceleration Output Prediction of Buildings Using a Polynomial Artificial Neural Network.;db/series/sfsc/sfsc208.html#Rivero-AngelesG07;2007
19535;20231;Jean Mawhin;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_392;;;reference/complexity/Mawhin09;2017-07-12;;;6611-6625;;;encyclopedia;;;Periodic Solutions of Non-autonomous Ordinary Differential Equations.;db/reference/complexity/ecss2009.html#Mawhin09;2009
47924;2874756;Thierry Rabilloud;;Quantitative Methods in Proteomics;;;;;books/others/12/M2012;https://doi.org/10.1007/978-1-61779-885-6_2|https://www.wikidata.org/entity/Q43675128;;;books/others/12/Rabilloud12;2020-05-30;;;25-35;;;;;;The Whereabouts of 2D Gels in Quantitative Proteomics.;db/books/collections/M2012.html#Rabilloud12;2012
9457;10105;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_100623;;;reference/gis/X17vy;2017-07-12;;;1085;;;encyclopedia;;;Interoperability.;db/reference/gis/gis2017.html#X17vy;2017
32730;2845331;Einoshin Suzuki;;Statistical Implicative Analysis;;;;;series/sci/2008-127;https://doi.org/10.1007/978-3-540-78983-3_17;;;series/sci/Suzuki08;2017-05-16;;;383-395;;;;;;Pitfalls for Categorizations of Objective Interestingness Measures for Rule Discovery.;db/series/sci/sci127.html#Suzuki08;2008
2030;2631;Michele Geronazzo;;Encyclopedia of Computer Graphics and Games;;;;;reference/ecgg/2019;https://doi.org/10.1007/978-3-319-08234-9_250-1;;;reference/ecgg/Geronazzo19a;2019-04-15;;;;;;encyclopedia;;;Sound Spatialization.;db/reference/ecgg/1.html#Geronazzo19a;2019
24863;25562;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_3588;;;reference/db/X09xxaj;2017-07-12;;;2632;;;encyclopedia;;;Service Bus.;db/reference/db/s.html#X09xxaj;2009
49109;2876028;Crispin Wright;;Studies in the philosophy of logic and knowledge;;;;;books/ox/04/BS2004;;;;books/ox/04/Wright04;2020-05-06;;;51-94;;;;;;Facts and Certainty.;db/books/collections/BS2004.html#Wright04;2004
25970;26671;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2327;;;reference/db/X09kg;2017-07-12;;;544;;;encyclopedia;;;Cube Precomputation.;db/reference/db/c.html#X09kg;2009
56176;2885646;Krzysztof Grabczewski|Norbert Jankowski;;Feature Extraction;;;;;books/sp/06/GNGZ2006;https://doi.org/10.1007/978-3-540-35488-8_2;;;books/sp/06/JankowskiG06;2019-07-26;;;29-64;;;;;;Learning Machines.;db/books/collections/GNGZ2006.html#JankowskiG06;2006
64001;2895766;Abhaya Asthana|Mark Cravatts|Paul Krzyzanowski;;Input/Output in Parallel and Distributed Computer Systems;;;;;books/sp/JWB1996;https://doi.org/10.1007/978-1-4613-1401-1_17;;;books/sp/96/AsthanaCK96;2019-01-29;;;373-390;;;;;;An Experimental Active-Memory-Based I/O Subsystem.;db/books/collections/JWB1996.html#AsthanaCK96;1996
58744;2888780;Allan Seago;;Music and Human-Computer Interaction;;;;;books/sp/2013HWMS;https://doi.org/10.1007/978-1-4471-2990-5_9;;;books/sp/13/Seago13;2019-05-20;;;153-169;;;;;;A New Interaction Strategy for Musical Timbre Design.;db/books/collections/HWMS2013.html#Seago13;2013
45423;2870153;Frédéric Saubion|Youssef Hamadi|Éric Monfroy;;Autonomous Search;;;;;books/daglib/0028910;https://doi.org/10.1007/978-3-642-21434-9_1;;;books/daglib/p/HamadiMS12;2021-02-23;;;1-11;;;;;;An Introduction to Autonomous Search.;db/books/collections/HMS2012.html#HamadiMS12;2012
